LineId,Month,Date,Time,Level,Component,PID,Content,EventTemplate,EventId
1002,Jul,9,12:16:52,combo,ftpd,23157,connection from 211.167.68.59 () at Sat Jul  9 12:16:52 2005,connection from <*> (<*>) <*> <*> <*>  <*> <*>:<*>:<*> <*>,8ed4208f
1003,Jul,9,12:59:44,combo,ftpd,23204,connection from 81.171.220.226 () at Sat Jul  9 12:59:44 2005,connection from <*> (<*>) <*> <*> <*>  <*> <*>:<*>:<*> <*>,8ed4208f
1004,Jul,9,12:59:44,combo,ftpd,23216,connection from 81.171.220.226 () at Sat Jul  9 12:59:44 2005,connection from <*> (<*>) <*> <*> <*>  <*> <*>:<*>:<*> <*>,8ed4208f
1005,Jul,9,12:59:44,combo,ftpd,23215,connection from 81.171.220.226 () at Sat Jul  9 12:59:44 2005,connection from <*> (<*>) <*> <*> <*>  <*> <*>:<*>:<*> <*>,8ed4208f
1006,Jul,9,12:59:44,combo,ftpd,23205,connection from 81.171.220.226 () at Sat Jul  9 12:59:44 2005,connection from <*> (<*>) <*> <*> <*>  <*> <*>:<*>:<*> <*>,8ed4208f
1007,Jul,9,12:59:44,combo,ftpd,23217,connection from 81.171.220.226 () at Sat Jul  9 12:59:44 2005,connection from <*> (<*>) <*> <*> <*>  <*> <*>:<*>:<*> <*>,8ed4208f
1008,Jul,9,12:59:44,combo,ftpd,23206,connection from 81.171.220.226 () at Sat Jul  9 12:59:44 2005,connection from <*> (<*>) <*> <*> <*>  <*> <*>:<*>:<*> <*>,8ed4208f
1009,Jul,9,12:59:44,combo,ftpd,23207,connection from 81.171.220.226 () at Sat Jul  9 12:59:44 2005,connection from <*> (<*>) <*> <*> <*>  <*> <*>:<*>:<*> <*>,8ed4208f
1010,Jul,9,12:59:44,combo,ftpd,23208,connection from 81.171.220.226 () at Sat Jul  9 12:59:44 2005,connection from <*> (<*>) <*> <*> <*>  <*> <*>:<*>:<*> <*>,8ed4208f
1011,Jul,9,12:59:44,combo,ftpd,23209,connection from 81.171.220.226 () at Sat Jul  9 12:59:44 2005,connection from <*> (<*>) <*> <*> <*>  <*> <*>:<*>:<*> <*>,8ed4208f
1012,Jul,9,12:59:44,combo,ftpd,23219,connection from 81.171.220.226 () at Sat Jul  9 12:59:44 2005,connection from <*> (<*>) <*> <*> <*>  <*> <*>:<*>:<*> <*>,8ed4208f
1013,Jul,9,12:59:44,combo,ftpd,23210,connection from 81.171.220.226 () at Sat Jul  9 12:59:44 2005,connection from <*> (<*>) <*> <*> <*>  <*> <*>:<*>:<*> <*>,8ed4208f
1014,Jul,9,12:59:44,combo,ftpd,23218,connection from 81.171.220.226 () at Sat Jul  9 12:59:44 2005,connection from <*> (<*>) <*> <*> <*>  <*> <*>:<*>:<*> <*>,8ed4208f
1015,Jul,9,12:59:44,combo,ftpd,23213,connection from 81.171.220.226 () at Sat Jul  9 12:59:44 2005,connection from <*> (<*>) <*> <*> <*>  <*> <*>:<*>:<*> <*>,8ed4208f
1016,Jul,9,12:59:44,combo,ftpd,23212,connection from 81.171.220.226 () at Sat Jul  9 12:59:44 2005,connection from <*> (<*>) <*> <*> <*>  <*> <*>:<*>:<*> <*>,8ed4208f
1017,Jul,9,12:59:44,combo,ftpd,23211,connection from 81.171.220.226 () at Sat Jul  9 12:59:44 2005,connection from <*> (<*>) <*> <*> <*>  <*> <*>:<*>:<*> <*>,8ed4208f
1018,Jul,9,12:59:44,combo,ftpd,23220,connection from 81.171.220.226 () at Sat Jul  9 12:59:44 2005,connection from <*> (<*>) <*> <*> <*>  <*> <*>:<*>:<*> <*>,8ed4208f
1019,Jul,9,12:59:44,combo,ftpd,23214,connection from 81.171.220.226 () at Sat Jul  9 12:59:44 2005,connection from <*> (<*>) <*> <*> <*>  <*> <*>:<*>:<*> <*>,8ed4208f
1020,Jul,9,12:59:44,combo,ftpd,23221,connection from 81.171.220.226 () at Sat Jul  9 12:59:44 2005,connection from <*> (<*>) <*> <*> <*>  <*> <*>:<*>:<*> <*>,8ed4208f
1021,Jul,9,12:59:45,combo,ftpd,23222,connection from 81.171.220.226 () at Sat Jul  9 12:59:45 2005,connection from <*> (<*>) <*> <*> <*>  <*> <*>:<*>:<*> <*>,8ed4208f
1022,Jul,9,12:59:45,combo,ftpd,23223,connection from 81.171.220.226 () at Sat Jul  9 12:59:45 2005,connection from <*> (<*>) <*> <*> <*>  <*> <*>:<*>:<*> <*>,8ed4208f
1023,Jul,9,12:59:45,combo,ftpd,23224,connection from 81.171.220.226 () at Sat Jul  9 12:59:45 2005,connection from <*> (<*>) <*> <*> <*>  <*> <*>:<*>:<*> <*>,8ed4208f
1024,Jul,9,12:59:45,combo,ftpd,23225,connection from 81.171.220.226 () at Sat Jul  9 12:59:45 2005,connection from <*> (<*>) <*> <*> <*>  <*> <*>:<*>:<*> <*>,8ed4208f
1025,Jul,9,12:59:45,combo,ftpd,23226,connection from 81.171.220.226 () at Sat Jul  9 12:59:45 2005,connection from <*> (<*>) <*> <*> <*>  <*> <*>:<*>:<*> <*>,8ed4208f
1026,Jul,9,19:34:06,combo,sshd(pam_unix),23780,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=p15105218.pureserver.info  user=root,authentication failure; logname= uid=<*> <*>=<*> <*>=<*> <*>= <*>=<*>.<*>.<*>  <*>=<*>,7bb040d3
1027,Jul,9,19:34:06,combo,sshd(pam_unix),23781,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=p15105218.pureserver.info  user=root,authentication failure; logname= uid=<*> <*>=<*> <*>=<*> <*>= <*>=<*>.<*>.<*>  <*>=<*>,7bb040d3
1028,Jul,9,19:34:06,combo,sshd(pam_unix),23784,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=p15105218.pureserver.info  user=root,authentication failure; logname= uid=<*> <*>=<*> <*>=<*> <*>= <*>=<*>.<*>.<*>  <*>=<*>,7bb040d3
1029,Jul,9,19:34:07,combo,sshd(pam_unix),23786,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=p15105218.pureserver.info  user=root,authentication failure; logname= uid=<*> <*>=<*> <*>=<*> <*>= <*>=<*>.<*>.<*>  <*>=<*>,7bb040d3
1030,Jul,9,19:34:09,combo,sshd(pam_unix),23788,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=p15105218.pureserver.info  user=root,authentication failure; logname= uid=<*> <*>=<*> <*>=<*> <*>= <*>=<*>.<*>.<*>  <*>=<*>,7bb040d3
1031,Jul,9,19:34:09,combo,sshd(pam_unix),23790,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=p15105218.pureserver.info  user=root,authentication failure; logname= uid=<*> <*>=<*> <*>=<*> <*>= <*>=<*>.<*>.<*>  <*>=<*>,7bb040d3
1032,Jul,9,19:34:10,combo,sshd(pam_unix),23792,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=p15105218.pureserver.info  user=root,authentication failure; logname= uid=<*> <*>=<*> <*>=<*> <*>= <*>=<*>.<*>.<*>  <*>=<*>,7bb040d3
1033,Jul,9,19:34:12,combo,sshd(pam_unix),23794,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=p15105218.pureserver.info  user=root,authentication failure; logname= uid=<*> <*>=<*> <*>=<*> <*>= <*>=<*>.<*>.<*>  <*>=<*>,7bb040d3
1034,Jul,9,19:34:13,combo,sshd(pam_unix),23796,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=p15105218.pureserver.info  user=root,authentication failure; logname= uid=<*> <*>=<*> <*>=<*> <*>= <*>=<*>.<*>.<*>  <*>=<*>,7bb040d3
1035,Jul,9,19:34:14,combo,sshd(pam_unix),23798,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=p15105218.pureserver.info  user=root,authentication failure; logname= uid=<*> <*>=<*> <*>=<*> <*>= <*>=<*>.<*>.<*>  <*>=<*>,7bb040d3
1036,Jul,9,22:53:19,combo,ftpd,24085,connection from 206.196.21.129 (host129.206.196.21.maximumasp.com) at Sat Jul  9 22:53:19 2005,connection from <*> (<*>.<*>.<*>) <*> <*> <*>  <*> <*>:<*>:<*> <*>,d9ba7ab3
1037,Jul,9,22:53:19,combo,ftpd,24088,connection from 206.196.21.129 (host129.206.196.21.maximumasp.com) at Sat Jul  9 22:53:19 2005,connection from <*> (<*>.<*>.<*>) <*> <*> <*>  <*> <*>:<*>:<*> <*>,d9ba7ab3
1038,Jul,9,22:53:19,combo,ftpd,24087,connection from 206.196.21.129 (host129.206.196.21.maximumasp.com) at Sat Jul  9 22:53:19 2005,connection from <*> (<*>.<*>.<*>) <*> <*> <*>  <*> <*>:<*>:<*> <*>,d9ba7ab3
1039,Jul,9,22:53:19,combo,ftpd,24089,connection from 206.196.21.129 (host129.206.196.21.maximumasp.com) at Sat Jul  9 22:53:19 2005,connection from <*> (<*>.<*>.<*>) <*> <*> <*>  <*> <*>:<*>:<*> <*>,d9ba7ab3
1040,Jul,9,22:53:19,combo,ftpd,24090,connection from 206.196.21.129 (host129.206.196.21.maximumasp.com) at Sat Jul  9 22:53:19 2005,connection from <*> (<*>.<*>.<*>) <*> <*> <*>  <*> <*>:<*>:<*> <*>,d9ba7ab3
1041,Jul,9,22:53:19,combo,ftpd,24091,connection from 206.196.21.129 (host129.206.196.21.maximumasp.com) at Sat Jul  9 22:53:19 2005,connection from <*> (<*>.<*>.<*>) <*> <*> <*>  <*> <*>:<*>:<*> <*>,d9ba7ab3
1042,Jul,9,22:53:22,combo,ftpd,24081,connection from 206.196.21.129 (host129.206.196.21.maximumasp.com) at Sat Jul  9 22:53:22 2005,connection from <*> (<*>.<*>.<*>) <*> <*> <*>  <*> <*>:<*>:<*> <*>,d9ba7ab3
1043,Jul,9,22:53:22,combo,ftpd,24071,connection from 206.196.21.129 (host129.206.196.21.maximumasp.com) at Sat Jul  9 22:53:22 2005,connection from <*> (<*>.<*>.<*>) <*> <*> <*>  <*> <*>:<*>:<*> <*>,d9ba7ab3
1044,Jul,9,22:53:22,combo,ftpd,24077,connection from 206.196.21.129 (host129.206.196.21.maximumasp.com) at Sat Jul  9 22:53:22 2005,connection from <*> (<*>.<*>.<*>) <*> <*> <*>  <*> <*>:<*>:<*> <*>,d9ba7ab3
1045,Jul,9,22:53:22,combo,ftpd,24086,connection from 206.196.21.129 (host129.206.196.21.maximumasp.com) at Sat Jul  9 22:53:22 2005,connection from <*> (<*>.<*>.<*>) <*> <*> <*>  <*> <*>:<*>:<*> <*>,d9ba7ab3
1046,Jul,9,22:53:22,combo,ftpd,24069,connection from 206.196.21.129 (host129.206.196.21.maximumasp.com) at Sat Jul  9 22:53:22 2005,connection from <*> (<*>.<*>.<*>) <*> <*> <*>  <*> <*>:<*>:<*> <*>,d9ba7ab3
1047,Jul,9,22:53:22,combo,ftpd,24074,connection from 206.196.21.129 (host129.206.196.21.maximumasp.com) at Sat Jul  9 22:53:22 2005,connection from <*> (<*>.<*>.<*>) <*> <*> <*>  <*> <*>:<*>:<*> <*>,d9ba7ab3
1048,Jul,9,22:53:22,combo,ftpd,24079,connection from 206.196.21.129 (host129.206.196.21.maximumasp.com) at Sat Jul  9 22:53:22 2005,connection from <*> (<*>.<*>.<*>) <*> <*> <*>  <*> <*>:<*>:<*> <*>,d9ba7ab3
1049,Jul,9,22:53:22,combo,ftpd,24072,connection from 206.196.21.129 (host129.206.196.21.maximumasp.com) at Sat Jul  9 22:53:22 2005,connection from <*> (<*>.<*>.<*>) <*> <*> <*>  <*> <*>:<*>:<*> <*>,d9ba7ab3
1050,Jul,9,22:53:22,combo,ftpd,24076,connection from 206.196.21.129 (host129.206.196.21.maximumasp.com) at Sat Jul  9 22:53:22 2005,connection from <*> (<*>.<*>.<*>) <*> <*> <*>  <*> <*>:<*>:<*> <*>,d9ba7ab3
1051,Jul,9,22:53:22,combo,ftpd,24075,connection from 206.196.21.129 (host129.206.196.21.maximumasp.com) at Sat Jul  9 22:53:22 2005,connection from <*> (<*>.<*>.<*>) <*> <*> <*>  <*> <*>:<*>:<*> <*>,d9ba7ab3
1052,Jul,9,22:53:22,combo,ftpd,24078,connection from 206.196.21.129 (host129.206.196.21.maximumasp.com) at Sat Jul  9 22:53:22 2005,connection from <*> (<*>.<*>.<*>) <*> <*> <*>  <*> <*>:<*>:<*> <*>,d9ba7ab3
1053,Jul,9,22:53:22,combo,ftpd,24080,connection from 206.196.21.129 (host129.206.196.21.maximumasp.com) at Sat Jul  9 22:53:22 2005,connection from <*> (<*>.<*>.<*>) <*> <*> <*>  <*> <*>:<*>:<*> <*>,d9ba7ab3
1054,Jul,9,22:53:22,combo,ftpd,24084,connection from 206.196.21.129 (host129.206.196.21.maximumasp.com) at Sat Jul  9 22:53:22 2005,connection from <*> (<*>.<*>.<*>) <*> <*> <*>  <*> <*>:<*>:<*> <*>,d9ba7ab3
1055,Jul,9,22:53:22,combo,ftpd,24070,connection from 206.196.21.129 (host129.206.196.21.maximumasp.com) at Sat Jul  9 22:53:22 2005,connection from <*> (<*>.<*>.<*>) <*> <*> <*>  <*> <*>:<*>:<*> <*>,d9ba7ab3
1056,Jul,9,22:53:22,combo,ftpd,24083,connection from 206.196.21.129 (host129.206.196.21.maximumasp.com) at Sat Jul  9 22:53:22 2005,connection from <*> (<*>.<*>.<*>) <*> <*> <*>  <*> <*>:<*>:<*> <*>,d9ba7ab3
1057,Jul,9,22:53:22,combo,ftpd,24082,connection from 206.196.21.129 (host129.206.196.21.maximumasp.com) at Sat Jul  9 22:53:22 2005,connection from <*> (<*>.<*>.<*>) <*> <*> <*>  <*> <*>:<*>:<*> <*>,d9ba7ab3
1058,Jul,9,22:53:22,combo,ftpd,24073,connection from 206.196.21.129 (host129.206.196.21.maximumasp.com) at Sat Jul  9 22:53:22 2005,connection from <*> (<*>.<*>.<*>) <*> <*> <*>  <*> <*>:<*>:<*> <*>,d9ba7ab3
1059,Jul,10,03:55:15,combo,ftpd,24513,connection from 217.187.83.139 () at Sun Jul 10 03:55:15 2005,connection from <*> (<*>) <*> <*> <*> <*> <*>:<*>:<*> <*>,74d700f2
1060,Jul,10,03:55:15,combo,ftpd,24512,connection from 217.187.83.139 () at Sun Jul 10 03:55:15 2005,connection from <*> (<*>) <*> <*> <*> <*> <*>:<*>:<*> <*>,74d700f2
1061,Jul,10,03:55:15,combo,ftpd,24519,connection from 217.187.83.139 () at Sun Jul 10 03:55:15 2005,connection from <*> (<*>) <*> <*> <*> <*> <*>:<*>:<*> <*>,74d700f2
1062,Jul,10,03:55:15,combo,ftpd,24514,connection from 217.187.83.139 () at Sun Jul 10 03:55:15 2005,connection from <*> (<*>) <*> <*> <*> <*> <*>:<*>:<*> <*>,74d700f2
1063,Jul,10,03:55:15,combo,ftpd,24515,connection from 217.187.83.139 () at Sun Jul 10 03:55:15 2005,connection from <*> (<*>) <*> <*> <*> <*> <*>:<*>:<*> <*>,74d700f2
1064,Jul,10,03:55:15,combo,ftpd,24516,connection from 217.187.83.139 () at Sun Jul 10 03:55:15 2005,connection from <*> (<*>) <*> <*> <*> <*> <*>:<*>:<*> <*>,74d700f2
1065,Jul,10,03:55:15,combo,ftpd,24517,connection from 217.187.83.139 () at Sun Jul 10 03:55:15 2005,connection from <*> (<*>) <*> <*> <*> <*> <*>:<*>:<*> <*>,74d700f2
1066,Jul,10,03:55:15,combo,ftpd,24521,connection from 217.187.83.139 () at Sun Jul 10 03:55:15 2005,connection from <*> (<*>) <*> <*> <*> <*> <*>:<*>:<*> <*>,74d700f2
1067,Jul,10,03:55:15,combo,ftpd,24520,connection from 217.187.83.139 () at Sun Jul 10 03:55:15 2005,connection from <*> (<*>) <*> <*> <*> <*> <*>:<*>:<*> <*>,74d700f2
1068,Jul,10,03:55:15,combo,ftpd,24522,connection from 217.187.83.139 () at Sun Jul 10 03:55:15 2005,connection from <*> (<*>) <*> <*> <*> <*> <*>:<*>:<*> <*>,74d700f2
1069,Jul,10,03:55:15,combo,ftpd,24518,connection from 217.187.83.139 () at Sun Jul 10 03:55:15 2005,connection from <*> (<*>) <*> <*> <*> <*> <*>:<*>:<*> <*>,74d700f2
1070,Jul,10,03:55:15,combo,ftpd,24523,connection from 217.187.83.139 () at Sun Jul 10 03:55:15 2005,connection from <*> (<*>) <*> <*> <*> <*> <*>:<*>:<*> <*>,74d700f2
1071,Jul,10,03:55:15,combo,ftpd,24524,connection from 217.187.83.139 () at Sun Jul 10 03:55:15 2005,connection from <*> (<*>) <*> <*> <*> <*> <*>:<*>:<*> <*>,74d700f2
1072,Jul,10,03:55:15,combo,ftpd,24525,connection from 217.187.83.139 () at Sun Jul 10 03:55:15 2005,connection from <*> (<*>) <*> <*> <*> <*> <*>:<*>:<*> <*>,74d700f2
1073,Jul,10,03:55:15,combo,ftpd,24526,connection from 217.187.83.139 () at Sun Jul 10 03:55:15 2005,connection from <*> (<*>) <*> <*> <*> <*> <*>:<*>:<*> <*>,74d700f2
1074,Jul,10,03:55:15,combo,ftpd,24527,connection from 217.187.83.139 () at Sun Jul 10 03:55:15 2005,connection from <*> (<*>) <*> <*> <*> <*> <*>:<*>:<*> <*>,74d700f2
1075,Jul,10,03:55:15,combo,ftpd,24528,connection from 217.187.83.139 () at Sun Jul 10 03:55:15 2005,connection from <*> (<*>) <*> <*> <*> <*> <*>:<*>:<*> <*>,74d700f2
1076,Jul,10,03:55:15,combo,ftpd,24529,connection from 217.187.83.139 () at Sun Jul 10 03:55:15 2005,connection from <*> (<*>) <*> <*> <*> <*> <*>:<*>:<*> <*>,74d700f2
1077,Jul,10,03:55:15,combo,ftpd,24530,connection from 217.187.83.139 () at Sun Jul 10 03:55:15 2005,connection from <*> (<*>) <*> <*> <*> <*> <*>:<*>:<*> <*>,74d700f2
1078,Jul,10,03:55:15,combo,ftpd,24531,connection from 217.187.83.139 () at Sun Jul 10 03:55:15 2005,connection from <*> (<*>) <*> <*> <*> <*> <*>:<*>:<*> <*>,74d700f2
1079,Jul,10,03:55:15,combo,ftpd,24532,connection from 217.187.83.139 () at Sun Jul 10 03:55:15 2005,connection from <*> (<*>) <*> <*> <*> <*> <*>:<*>:<*> <*>,74d700f2
1080,Jul,10,03:55:15,combo,ftpd,24533,connection from 217.187.83.139 () at Sun Jul 10 03:55:15 2005,connection from <*> (<*>) <*> <*> <*> <*> <*>:<*>:<*> <*>,74d700f2
1081,Jul,10,03:55:15,combo,ftpd,24534,connection from 217.187.83.139 () at Sun Jul 10 03:55:15 2005,connection from <*> (<*>) <*> <*> <*> <*> <*>:<*>:<*> <*>,74d700f2
1082,Jul,10,04:04:31,combo,su(pam_unix),24898,session opened for user cyrus by (uid=0),session opened for user cyrus by (uid=<*>),1a7c474c
1083,Jul,10,04:04:32,combo,su(pam_unix),24898,session closed for user cyrus,session closed for user cyrus,fe6f65a7
1084,Jul,10,04:04:33,combo,cups,,cupsd shutdown succeeded,cupsd shutdown succeeded,e05fcc23
1085,Jul,10,04:04:39,combo,cups,,cupsd startup succeeded,cupsd startup succeeded,adc372d2
1086,Jul,10,04:04:46,combo,syslogd 1.4.1,,restart.,restart.,6f97e9d4
1087,Jul,10,04:04:46,combo,logrotate,,ALERT exited abnormally with [1],ALERT exited abnormally with [<*>],64042dcf
1088,Jul,10,04:10:47,combo,su(pam_unix),26353,session opened for user news by (uid=0),session opened for user news by (uid=<*>),b258ebc6
1089,Jul,10,04:10:47,combo,su(pam_unix),26353,session closed for user news,session closed for user news,70fd00b7
1090,Jul,10,07:24:24,combo,ftpd,29726,connection from 82.83.227.67 (dsl-082-083-227-067.arcor-ip.net) at Sun Jul 10 07:24:24 2005,connection from <*> (<*>-<*>-<*>-<*>-<*>.<*>-<*>.<*>) <*> <*> <*> <*> <*>:<*>:<*> <*>,a8462d18
1091,Jul,10,07:24:24,combo,ftpd,29725,connection from 82.83.227.67 (dsl-082-083-227-067.arcor-ip.net) at Sun Jul 10 07:24:24 2005,connection from <*> (<*>-<*>-<*>-<*>-<*>.<*>-<*>.<*>) <*> <*> <*> <*> <*>:<*>:<*> <*>,a8462d18
1092,Jul,10,07:24:24,combo,ftpd,29719,connection from 82.83.227.67 (dsl-082-083-227-067.arcor-ip.net) at Sun Jul 10 07:24:24 2005,connection from <*> (<*>-<*>-<*>-<*>-<*>.<*>-<*>.<*>) <*> <*> <*> <*> <*>:<*>:<*> <*>,a8462d18
1093,Jul,10,07:24:24,combo,ftpd,29723,connection from 82.83.227.67 (dsl-082-083-227-067.arcor-ip.net) at Sun Jul 10 07:24:24 2005,connection from <*> (<*>-<*>-<*>-<*>-<*>.<*>-<*>.<*>) <*> <*> <*> <*> <*>:<*>:<*> <*>,a8462d18
1094,Jul,10,07:24:24,combo,ftpd,29720,connection from 82.83.227.67 (dsl-082-083-227-067.arcor-ip.net) at Sun Jul 10 07:24:24 2005,connection from <*> (<*>-<*>-<*>-<*>-<*>.<*>-<*>.<*>) <*> <*> <*> <*> <*>:<*>:<*> <*>,a8462d18
1095,Jul,10,07:24:24,combo,ftpd,29717,connection from 82.83.227.67 (dsl-082-083-227-067.arcor-ip.net) at Sun Jul 10 07:24:24 2005,connection from <*> (<*>-<*>-<*>-<*>-<*>.<*>-<*>.<*>) <*> <*> <*> <*> <*>:<*>:<*> <*>,a8462d18
1096,Jul,10,07:24:24,combo,ftpd,29718,connection from 82.83.227.67 (dsl-082-083-227-067.arcor-ip.net) at Sun Jul 10 07:24:24 2005,connection from <*> (<*>-<*>-<*>-<*>-<*>.<*>-<*>.<*>) <*> <*> <*> <*> <*>:<*>:<*> <*>,a8462d18
1097,Jul,10,07:24:24,combo,ftpd,29724,connection from 82.83.227.67 (dsl-082-083-227-067.arcor-ip.net) at Sun Jul 10 07:24:24 2005,connection from <*> (<*>-<*>-<*>-<*>-<*>.<*>-<*>.<*>) <*> <*> <*> <*> <*>:<*>:<*> <*>,a8462d18
1098,Jul,10,07:24:24,combo,ftpd,29722,connection from 82.83.227.67 (dsl-082-083-227-067.arcor-ip.net) at Sun Jul 10 07:24:24 2005,connection from <*> (<*>-<*>-<*>-<*>-<*>.<*>-<*>.<*>) <*> <*> <*> <*> <*>:<*>:<*> <*>,a8462d18
1099,Jul,10,07:24:24,combo,ftpd,29727,connection from 82.83.227.67 (dsl-082-083-227-067.arcor-ip.net) at Sun Jul 10 07:24:24 2005,connection from <*> (<*>-<*>-<*>-<*>-<*>.<*>-<*>.<*>) <*> <*> <*> <*> <*>:<*>:<*> <*>,a8462d18
1100,Jul,10,07:24:24,combo,ftpd,29721,connection from 82.83.227.67 (dsl-082-083-227-067.arcor-ip.net) at Sun Jul 10 07:24:24 2005,connection from <*> (<*>-<*>-<*>-<*>-<*>.<*>-<*>.<*>) <*> <*> <*> <*> <*>:<*>:<*> <*>,a8462d18
1101,Jul,10,07:24:34,combo,ftpd,29728,connection from 82.83.227.67 (dsl-082-083-227-067.arcor-ip.net) at Sun Jul 10 07:24:34 2005,connection from <*> (<*>-<*>-<*>-<*>-<*>.<*>-<*>.<*>) <*> <*> <*> <*> <*>:<*>:<*> <*>,a8462d18
1102,Jul,10,07:24:34,combo,ftpd,29730,connection from 82.83.227.67 (dsl-082-083-227-067.arcor-ip.net) at Sun Jul 10 07:24:34 2005,connection from <*> (<*>-<*>-<*>-<*>-<*>.<*>-<*>.<*>) <*> <*> <*> <*> <*>:<*>:<*> <*>,a8462d18
1103,Jul,10,07:24:34,combo,ftpd,29731,connection from 82.83.227.67 (dsl-082-083-227-067.arcor-ip.net) at Sun Jul 10 07:24:34 2005,connection from <*> (<*>-<*>-<*>-<*>-<*>.<*>-<*>.<*>) <*> <*> <*> <*> <*>:<*>:<*> <*>,a8462d18
1104,Jul,10,07:24:34,combo,ftpd,29732,connection from 82.83.227.67 (dsl-082-083-227-067.arcor-ip.net) at Sun Jul 10 07:24:34 2005,connection from <*> (<*>-<*>-<*>-<*>-<*>.<*>-<*>.<*>) <*> <*> <*> <*> <*>:<*>:<*> <*>,a8462d18
1105,Jul,10,07:24:34,combo,ftpd,29729,connection from 82.83.227.67 (dsl-082-083-227-067.arcor-ip.net) at Sun Jul 10 07:24:34 2005,connection from <*> (<*>-<*>-<*>-<*>-<*>.<*>-<*>.<*>) <*> <*> <*> <*> <*>:<*>:<*> <*>,a8462d18
1106,Jul,10,07:24:34,combo,ftpd,29733,connection from 82.83.227.67 (dsl-082-083-227-067.arcor-ip.net) at Sun Jul 10 07:24:34 2005,connection from <*> (<*>-<*>-<*>-<*>-<*>.<*>-<*>.<*>) <*> <*> <*> <*> <*>:<*>:<*> <*>,a8462d18
1107,Jul,10,07:24:34,combo,ftpd,29734,connection from 82.83.227.67 (dsl-082-083-227-067.arcor-ip.net) at Sun Jul 10 07:24:34 2005,connection from <*> (<*>-<*>-<*>-<*>-<*>.<*>-<*>.<*>) <*> <*> <*> <*> <*>:<*>:<*> <*>,a8462d18
1108,Jul,10,07:24:34,combo,ftpd,29737,connection from 82.83.227.67 (dsl-082-083-227-067.arcor-ip.net) at Sun Jul 10 07:24:34 2005,connection from <*> (<*>-<*>-<*>-<*>-<*>.<*>-<*>.<*>) <*> <*> <*> <*> <*>:<*>:<*> <*>,a8462d18
1109,Jul,10,07:24:34,combo,ftpd,29738,connection from 82.83.227.67 (dsl-082-083-227-067.arcor-ip.net) at Sun Jul 10 07:24:34 2005,connection from <*> (<*>-<*>-<*>-<*>-<*>.<*>-<*>.<*>) <*> <*> <*> <*> <*>:<*>:<*> <*>,a8462d18
1110,Jul,10,07:24:34,combo,ftpd,29739,connection from 82.83.227.67 (dsl-082-083-227-067.arcor-ip.net) at Sun Jul 10 07:24:34 2005,connection from <*> (<*>-<*>-<*>-<*>-<*>.<*>-<*>.<*>) <*> <*> <*> <*> <*>:<*>:<*> <*>,a8462d18
1111,Jul,10,07:24:34,combo,ftpd,29735,connection from 82.83.227.67 (dsl-082-083-227-067.arcor-ip.net) at Sun Jul 10 07:24:34 2005,connection from <*> (<*>-<*>-<*>-<*>-<*>.<*>-<*>.<*>) <*> <*> <*> <*> <*>:<*>:<*> <*>,a8462d18
1112,Jul,10,07:24:34,combo,ftpd,29736,connection from 82.83.227.67 (dsl-082-083-227-067.arcor-ip.net) at Sun Jul 10 07:24:34 2005,connection from <*> (<*>-<*>-<*>-<*>-<*>.<*>-<*>.<*>) <*> <*> <*> <*> <*>:<*>:<*> <*>,a8462d18
1113,Jul,10,13:17:22,combo,ftpd,30278,connection from 220.94.205.45 () at Sun Jul 10 13:17:22 2005,connection from <*> (<*>) <*> <*> <*> <*> <*>:<*>:<*> <*>,74d700f2
1114,Jul,10,13:17:22,combo,ftpd,30276,connection from 220.94.205.45 () at Sun Jul 10 13:17:22 2005,connection from <*> (<*>) <*> <*> <*> <*> <*>:<*>:<*> <*>,74d700f2
1115,Jul,10,13:17:22,combo,ftpd,30277,connection from 220.94.205.45 () at Sun Jul 10 13:17:22 2005,connection from <*> (<*>) <*> <*> <*> <*> <*>:<*>:<*> <*>,74d700f2
1116,Jul,10,13:17:22,combo,ftpd,30292,connection from 220.94.205.45 () at Sun Jul 10 13:17:22 2005,connection from <*> (<*>) <*> <*> <*> <*> <*>:<*>:<*> <*>,74d700f2
1117,Jul,10,13:17:22,combo,ftpd,30293,connection from 220.94.205.45 () at Sun Jul 10 13:17:22 2005,connection from <*> (<*>) <*> <*> <*> <*> <*>:<*>:<*> <*>,74d700f2
1118,Jul,10,13:17:22,combo,ftpd,30279,connection from 220.94.205.45 () at Sun Jul 10 13:17:22 2005,connection from <*> (<*>) <*> <*> <*> <*> <*>:<*>:<*> <*>,74d700f2
1119,Jul,10,13:17:22,combo,ftpd,30280,connection from 220.94.205.45 () at Sun Jul 10 13:17:22 2005,connection from <*> (<*>) <*> <*> <*> <*> <*>:<*>:<*> <*>,74d700f2
