LineId,Month,Date,Time,User,Component,PID,Address,Content,EventTemplate,EventId
1032,Jul,4,21:23:17,calvisitor-10-105-162-105,wirelessproxd,75,,Peripheral manager is not powered on,Peripheral manager is not <*> on,9ea8b84f
1033,Jul,4,21:35:17,calvisitor-10-105-162-105,com.apple.cts,258,,"com.apple.icloud.fmfd.heartbeat: scheduler_evaluate_activity told me to run this job; however, but the start time isn't for 135670 seconds.  Ignoring.","<*>: <*> <*> <*> to run this job; however, but the start time isn't for <*> <*>.  <*>.",a896cf5a
1034,Jul,4,21:35:54,calvisitor-10-105-162-105,kernel,0,,ARPT: 713439.104232: AirPort_Brcm43xx::powerChange: System Sleep,ARPT: <*>.<*>: <*>::<*>: <*> <*>,2b495bc8
1035,Jul,4,21:35:54,calvisitor-10-105-162-105,kernel,0,,"ARPT: 713439.104255: IOPMPowerSource Information: onSleep,  SleepType: Normal Sleep,  'ExternalConnected': Yes, 'TimeRemaining': 0,","ARPT: <*>.<*>: <*> <*>: <*>,  <*>: <*> <*>,  '<*>': <*>, '<*>': <*>,",353908f9
1036,Jul,4,21:49:26,calvisitor-10-105-162-105,kernel,0,,ARPT: 713493.575563: wl0: setup_keepalive: Remote IP: 17.249.28.75,ARPT: <*>.<*>: <*>: <*>: <*> <*>: <*>,ebbc1530
1037,Jul,4,22:02:21,calvisitor-10-105-162-105,com.apple.cts,258,,"com.apple.Safari.SafeBrowsing.Update: scheduler_evaluate_activity told me to run this job; however, but the start time isn't for 1843 seconds.  Ignoring.","<*>: <*> <*> <*> to run this job; however, but the start time isn't for <*> <*>.  <*>.",a896cf5a
1038,Jul,4,22:02:21,calvisitor-10-105-162-105,com.apple.CDScheduler,43,,Thermal pressure state: 1 Memory pressure state: 0,Thermal pressure state: <*> <*> <*> state: <*>,d730fb11
1039,Jul,4,22:15:48,calvisitor-10-105-162-105,kernel,0,,AppleCamIn::systemWakeCall - messageType = 0xE0000340,AppleCamIn::<*> - <*> = <*>,2ae4e34c
1040,Jul,4,22:29:25,calvisitor-10-105-162-105,kernel,0,,AppleCamIn::systemWakeCall - messageType = 0xE0000340,AppleCamIn::<*> - <*> = <*>,2ae4e34c
1041,Jul,4,22:29:26,calvisitor-10-105-162-105,sharingd,30299,,22:29:26.099 : BTLE scanner Powered On,<*>:<*>:<*>.<*> : <*> <*> <*> <*>,91cc4585
1042,Jul,4,22:43:02,calvisitor-10-105-162-105,kernel,0,,AppleThunderboltGenericHAL::earlyWake - complete - took 1 milliseconds,AppleThunderboltGenericHAL::<*> - <*> - took <*> <*>,e0c33827
1043,Jul,4,22:56:50,calvisitor-10-105-162-105,com.apple.cts,258,,"com.apple.Safari.SafeBrowsing.Update: scheduler_evaluate_activity told me to run this job; however, but the start time isn't for 978 seconds.  Ignoring.","<*>: <*> <*> <*> to run this job; however, but the start time isn't for <*> <*>.  <*>.",a896cf5a
1044,Jul,4,22:57:00,calvisitor-10-105-162-105,com.apple.AddressBook.InternetAccountsBridge,35374,,dnssd_clientstub ConnectToServer: connect()-> No of tries: 2,dnssd_clientstub <*>: <*>(<*>)-> <*> of tries: <*>,a7887fb1
1045,Jul,4,22:57:01,calvisitor-10-105-162-105,locationd,82,,"NETWORK: no response from server, reachability, 2, queryRetries, 1","NETWORK: <*> <*> <*> <*>, <*>, <*>, <*>, <*>",28a39b7d
1046,Jul,4,23:10:17,calvisitor-10-105-162-105,kernel,0,,AppleThunderboltNHIType2::waitForOk2Go2Sx - retries = 7,AppleThunderboltNHIType2::waitForOk2Go2Sx - retries = <*>,e3b61a44
1047,Jul,4,23:10:17,calvisitor-10-105-162-105,kernel,0,,IOThunderboltSwitch<0>(0x0)::listenerCallback - Thunderbolt HPD packet for route = 0x0 port = 12 unplug = 0,IOThunderboltSwitch<<*>>(<*>)::<*> - <*> <*> <*> <*> <*> = <*> <*> = <*> <*> = <*>,e0562617
1048,Jul,4,23:10:28,calvisitor-10-105-162-105,CalendarAgent,279,,[com.apple.calendar.store.log.caldav.coredav] [Refusing to parse response to PROPPATCH because of content-type: [text/html; charset=UTF-8].],<*>[<*>] [to parse response to PROPPATCH because of content type-text: [<*>/<*>; <*>=<*>-,c74ce49c
1049,Jul,4,23:10:29,calvisitor-10-105-162-105,kernel,0,,"PM response took 113 ms (24144, WeChat)","PM response took <*> <*> (<*>, <*>)",ed71cf61
1050,Jul,4,23:10:31,calvisitor-10-105-162-105,WindowServer,184,,"device_generate_lock_screen_screenshot: authw 0x7fa824145a00(2000)[0, 0, 1440, 900] shield 0x7fa825dafc00(2001), dev [1440,900]","device_generate_lock_screen_screenshot: authw <*>(<*>)[<*>, <*>, <*>, <*>] <*> <*>(<*>), <*> [<*>,<*>]",8ce2e772
1051,Jul,4,23:10:40,calvisitor-10-105-162-105,com.apple.AddressBook.InternetAccountsBridge,35382,,dnssd_clientstub ConnectToServer: connect() failed path:/var/run/mDNSResponder Socket:4 Err:-1 Errno:1 Operation not permitted,dnssd_clientstub <*>: <*>(<*>) failed path:<*> <*>:<*> <*>:-<*> <*>:<*> <*> <*> <*>,d8e71212
1052,Jul,4,23:13:35,calvisitor-10-105-162-105,com.apple.AddressBook.InternetAccountsBridge,35394,,dnssd_clientstub ConnectToServer: connect() failed path:/var/run/mDNSResponder Socket:4 Err:-1 Errno:1 Operation not permitted,dnssd_clientstub <*>: <*>(<*>) failed path:<*> <*>:<*> <*>:-<*> <*>:<*> <*> <*> <*>,d8e71212
1053,Jul,4,23:14:37,calvisitor-10-105-162-105,com.apple.xpc.launchd,1,com.apple.xpc.launchd.domain.pid.WebContent.35400,"Path not allowed in target domain: type = pid, path = /System/Library/StagedFrameworks/Safari/SafariShared.framework/Versions/A/XPCServices/com.apple.Safari.SearchHelper.xpc/Contents/MacOS/com.apple.Safari.SearchHelper error = 147: The specified service did not ship in the requestor's bundle, origin = /System/Library/StagedFrameworks/Safari/WebKit.framework/Versions/A/XPCServices/com.apple.WebKit.WebContent.xpc","Path <*> <*> in target domain: type = <*>, path = <*> <*> = <*>: <*> <*> <*> <*> <*> <*> <*> the requestor's bundle, origin = <*>",be447dd5
1054,Jul,4,23:16:14,calvisitor-10-105-162-105,com.apple.xpc.launchd,1,com.apple.xpc.launchd.domain.pid.WebContent.35412,"Path not allowed in target domain: type = pid, path = /System/Library/StagedFrameworks/Safari/SafariShared.framework/Versions/A/XPCServices/com.apple.Safari.SocialHelper.xpc/Contents/MacOS/com.apple.Safari.SocialHelper error = 147: The specified service did not ship in the requestor's bundle, origin = /System/Library/StagedFrameworks/Safari/WebKit.framework/Versions/A/XPCServices/com.apple.WebKit.WebContent.xpc","Path <*> <*> in target domain: type = <*>, path = <*> <*> = <*>: <*> <*> <*> <*> <*> <*> <*> the requestor's bundle, origin = <*>",be447dd5
1055,Jul,4,23:17:17,calvisitor-10-105-162-105,Safari,9852,,KeychainGetICDPStatus: status: off,KeychainGetICDPStatus: status: off,7a123c93
1056,Jul,4,23:20:18,calvisitor-10-105-162-105,QQ,10018,,FA||Url||taskID[2019353517] dealloc,FA||<*>||<*>[<*>] <*>,09e4793b
1057,Jul,4,23:22:09,calvisitor-10-105-162-105,Microsoft Word,14463,,Cocoa scripting error for '0x00660011': four character codes must be four characters long.,Cocoa scripting error <*> '<*>': four character codes must be four characters long.,4580f0d6
1058,Jul,4,23:22:09,calvisitor-10-105-162-105,Microsoft Word,14463,,Cocoa scripting error for '0x0067000f': four character codes must be four characters long.,Cocoa scripting error <*> '<*>': four character codes must be four characters long.,4580f0d6
1059,Jul,4,23:22:09,calvisitor-10-105-162-105,Microsoft Word,14463,,Cocoa scripting error for '0x00670033': four character codes must be four characters long.,Cocoa scripting error <*> '<*>': four character codes must be four characters long.,4580f0d6
1060,Jul,4,23:22:09,calvisitor-10-105-162-105,Microsoft Word,14463,,Cocoa scripting error for '0x03600009': four character codes must be four characters long.,Cocoa scripting error <*> '<*>': four character codes must be four characters long.,4580f0d6
1061,Jul,4,23:22:09,calvisitor-10-105-162-105,Microsoft Word,14463,,Cocoa scripting error for '0x0360001f': four character codes must be four characters long.,Cocoa scripting error <*> '<*>': four character codes must be four characters long.,4580f0d6
1062,Jul,4,23:22:09,calvisitor-10-105-162-105,Microsoft Word,14463,,Cocoa scripting error for '0x03f20026': four character codes must be four characters long.,Cocoa scripting error <*> '<*>': four character codes must be four characters long.,4580f0d6
1063,Jul,4,23:22:09,calvisitor-10-105-162-105,Microsoft Word,14463,,Cocoa scripting error for '0x009a0005': four character codes must be four characters long.,Cocoa scripting error <*> '<*>': four character codes must be four characters long.,4580f0d6
1064,Jul,4,23:22:09,calvisitor-10-105-162-105,Microsoft Word,14463,,Cocoa scripting error for '0x00990013': four character codes must be four characters long.,Cocoa scripting error <*> '<*>': four character codes must be four characters long.,4580f0d6
1065,Jul,4,23:22:09,calvisitor-10-105-162-105,Microsoft Word,14463,,Cocoa scripting error for '0x00690003': four character codes must be four characters long.,Cocoa scripting error <*> '<*>': four character codes must be four characters long.,4580f0d6
1066,Jul,4,23:22:09,calvisitor-10-105-162-105,Microsoft Word,14463,,Cocoa scripting error for '0x006a0061': four character codes must be four characters long.,Cocoa scripting error <*> '<*>': four character codes must be four characters long.,4580f0d6
1067,Jul,4,23:22:09,calvisitor-10-105-162-105,Microsoft Word,14463,,Cocoa scripting error for '0x006a00a6': four character codes must be four characters long.,Cocoa scripting error <*> '<*>': four character codes must be four characters long.,4580f0d6
1068,Jul,4,23:22:09,calvisitor-10-105-162-105,Microsoft Word,14463,,Cocoa scripting error for '0x006a00a7': four character codes must be four characters long.,Cocoa scripting error <*> '<*>': four character codes must be four characters long.,4580f0d6
1069,Jul,4,23:22:09,calvisitor-10-105-162-105,Microsoft Word,14463,,Cocoa scripting error for '0x006a00b2': four character codes must be four characters long.,Cocoa scripting error <*> '<*>': four character codes must be four characters long.,4580f0d6
1070,Jul,4,23:22:09,calvisitor-10-105-162-105,Microsoft Word,14463,,Cocoa scripting error for '0x006d0002': four character codes must be four characters long.,Cocoa scripting error <*> '<*>': four character codes must be four characters long.,4580f0d6
1071,Jul,4,23:22:09,calvisitor-10-105-162-105,Microsoft Word,14463,,Cocoa scripting error for '0x00b20001': four character codes must be four characters long.,Cocoa scripting error <*> '<*>': four character codes must be four characters long.,4580f0d6
1072,Jul,4,23:22:09,calvisitor-10-105-162-105,Microsoft Word,14463,,Cocoa scripting error for '0x03ef000d': four character codes must be four characters long.,Cocoa scripting error <*> '<*>': four character codes must be four characters long.,4580f0d6
1073,Jul,4,23:22:09,calvisitor-10-105-162-105,Microsoft Word,14463,,Cocoa scripting error for '0x00b8fffe': four character codes must be four characters long.,Cocoa scripting error <*> '<*>': four character codes must be four characters long.,4580f0d6
1074,Jul,4,23:22:09,calvisitor-10-105-162-105,Microsoft Word,14463,,Cocoa scripting error for '0x00bb0001': four character codes must be four characters long.,Cocoa scripting error <*> '<*>': four character codes must be four characters long.,4580f0d6
1075,Jul,4,23:22:09,calvisitor-10-105-162-105,Microsoft Word,14463,,Cocoa scripting error for '0x00bc0007': four character codes must be four characters long.,Cocoa scripting error <*> '<*>': four character codes must be four characters long.,4580f0d6
1076,Jul,4,23:22:09,calvisitor-10-105-162-105,Microsoft Word,14463,,Cocoa scripting error for '0x00c1000a': four character codes must be four characters long.,Cocoa scripting error <*> '<*>': four character codes must be four characters long.,4580f0d6
1077,Jul,4,23:22:09,calvisitor-10-105-162-105,Microsoft Word,14463,,Cocoa scripting error for '0x00c40027': four character codes must be four characters long.,Cocoa scripting error <*> '<*>': four character codes must be four characters long.,4580f0d6
1078,Jul,4,23:22:09,calvisitor-10-105-162-105,Microsoft Word,14463,,Cocoa scripting error for '0x00c5000c': four character codes must be four characters long.,Cocoa scripting error <*> '<*>': four character codes must be four characters long.,4580f0d6
1079,Jul,4,23:22:09,calvisitor-10-105-162-105,Microsoft Word,14463,,Cocoa scripting error for '0x00e80002': four character codes must be four characters long.,Cocoa scripting error <*> '<*>': four character codes must be four characters long.,4580f0d6
1080,Jul,4,23:22:09,calvisitor-10-105-162-105,Microsoft Word,14463,,Cocoa scripting error for '0x03eb0001': four character codes must be four characters long.,Cocoa scripting error <*> '<*>': four character codes must be four characters long.,4580f0d6
1081,Jul,4,23:22:09,calvisitor-10-105-162-105,Microsoft Word,14463,,Cocoa scripting error for '0x006f0001': four character codes must be four characters long.,Cocoa scripting error <*> '<*>': four character codes must be four characters long.,4580f0d6
1082,Jul,4,23:22:09,calvisitor-10-105-162-105,Microsoft Word,14463,,Cocoa scripting error for '0x00730020': four character codes must be four characters long.,Cocoa scripting error <*> '<*>': four character codes must be four characters long.,4580f0d6
1083,Jul,4,23:22:09,calvisitor-10-105-162-105,Microsoft Word,14463,,Cocoa scripting error for '0x007c000c': four character codes must be four characters long.,Cocoa scripting error <*> '<*>': four character codes must be four characters long.,4580f0d6
1084,Jul,4,23:22:09,calvisitor-10-105-162-105,Microsoft Word,14463,,Cocoa scripting error for '0x007c0018': four character codes must be four characters long.,Cocoa scripting error <*> '<*>': four character codes must be four characters long.,4580f0d6
1085,Jul,4,23:22:09,calvisitor-10-105-162-105,Microsoft Word,14463,,Cocoa scripting error for '0x007d000e': four character codes must be four characters long.,Cocoa scripting error <*> '<*>': four character codes must be four characters long.,4580f0d6
1086,Jul,4,23:22:09,calvisitor-10-105-162-105,Microsoft Word,14463,,Cocoa scripting error for '0x008b036a': four character codes must be four characters long.,Cocoa scripting error <*> '<*>': four character codes must be four characters long.,4580f0d6
1087,Jul,4,23:22:09,calvisitor-10-105-162-105,Microsoft Word,14463,,Cocoa scripting error for '0x008b6fb5': four character codes must be four characters long.,Cocoa scripting error <*> '<*>': four character codes must be four characters long.,4580f0d6
1088,Jul,4,23:22:09,calvisitor-10-105-162-105,Microsoft Word,14463,,Cocoa scripting error for '0x008b0360': four character codes must be four characters long.,Cocoa scripting error <*> '<*>': four character codes must be four characters long.,4580f0d6
1089,Jul,4,23:22:09,calvisitor-10-105-162-105,Microsoft Word,14463,,Cocoa scripting error for '0x008bdeaa': four character codes must be four characters long.,Cocoa scripting error <*> '<*>': four character codes must be four characters long.,4580f0d6
1090,Jul,4,23:22:09,calvisitor-10-105-162-105,Microsoft Word,14463,,Cocoa scripting error for '0x008bdeb0': four character codes must be four characters long.,Cocoa scripting error <*> '<*>': four character codes must be four characters long.,4580f0d6
1091,Jul,4,23:22:09,calvisitor-10-105-162-105,Microsoft Word,14463,,Cocoa scripting error for '0x01f60001': four character codes must be four characters long.,Cocoa scripting error <*> '<*>': four character codes must be four characters long.,4580f0d6
1092,Jul,4,23:22:09,calvisitor-10-105-162-105,Microsoft Word,14463,,Cocoa scripting error for '0x01f90004': four character codes must be four characters long.,Cocoa scripting error <*> '<*>': four character codes must be four characters long.,4580f0d6
1093,Jul,4,23:22:09,calvisitor-10-105-162-105,Microsoft Word,14463,,Cocoa scripting error for '0x02080000': four character codes must be four characters long.,Cocoa scripting error <*> '<*>': four character codes must be four characters long.,4580f0d6
1094,Jul,4,23:22:09,calvisitor-10-105-162-105,Microsoft Word,14463,,Cocoa scripting error for '0x02100004': four character codes must be four characters long.,Cocoa scripting error <*> '<*>': four character codes must be four characters long.,4580f0d6
1095,Jul,4,23:22:09,calvisitor-10-105-162-105,Microsoft Word,14463,,Cocoa scripting error for '0x02120000': four character codes must be four characters long.,Cocoa scripting error <*> '<*>': four character codes must be four characters long.,4580f0d6
1096,Jul,4,23:22:09,calvisitor-10-105-162-105,Microsoft Word,14463,,Cocoa scripting error for '0x02120002': four character codes must be four characters long.,Cocoa scripting error <*> '<*>': four character codes must be four characters long.,4580f0d6
1097,Jul,4,23:22:09,calvisitor-10-105-162-105,Microsoft Word,14463,,Cocoa scripting error for '0x023b0003': four character codes must be four characters long.,Cocoa scripting error <*> '<*>': four character codes must be four characters long.,4580f0d6
1098,Jul,4,23:22:09,calvisitor-10-105-162-105,Microsoft Word,14463,,Cocoa scripting error for '0x023d0001': four character codes must be four characters long.,Cocoa scripting error <*> '<*>': four character codes must be four characters long.,4580f0d6
1099,Jul,4,23:22:09,calvisitor-10-105-162-105,Microsoft Word,14463,,Cocoa scripting error for '0x02410003': four character codes must be four characters long.,Cocoa scripting error <*> '<*>': four character codes must be four characters long.,4580f0d6
1100,Jul,4,23:22:09,calvisitor-10-105-162-105,Microsoft Word,14463,,Cocoa scripting error for '0x02420002': four character codes must be four characters long.,Cocoa scripting error <*> '<*>': four character codes must be four characters long.,4580f0d6
1101,Jul,4,23:22:09,calvisitor-10-105-162-105,Microsoft Word,14463,,Cocoa scripting error for '0x02420006': four character codes must be four characters long.,Cocoa scripting error <*> '<*>': four character codes must be four characters long.,4580f0d6
1102,Jul,4,23:22:09,calvisitor-10-105-162-105,Microsoft Word,14463,,Cocoa scripting error for '0x02470032': four character codes must be four characters long.,Cocoa scripting error <*> '<*>': four character codes must be four characters long.,4580f0d6
1103,Jul,4,23:22:09,calvisitor-10-105-162-105,Microsoft Word,14463,,Cocoa scripting error for '0x02470045': four character codes must be four characters long.,Cocoa scripting error <*> '<*>': four character codes must be four characters long.,4580f0d6
1104,Jul,4,23:22:09,calvisitor-10-105-162-105,Microsoft Word,14463,,Cocoa scripting error for '0x0247ffe9': four character codes must be four characters long.,Cocoa scripting error <*> '<*>': four character codes must be four characters long.,4580f0d6
1105,Jul,4,23:22:09,calvisitor-10-105-162-105,Microsoft Word,14463,,Cocoa scripting error for '0x0249002a': four character codes must be four characters long.,Cocoa scripting error <*> '<*>': four character codes must be four characters long.,4580f0d6
1106,Jul,4,23:22:09,calvisitor-10-105-162-105,Microsoft Word,14463,,Cocoa scripting error for '0x024a00b2': four character codes must be four characters long.,Cocoa scripting error <*> '<*>': four character codes must be four characters long.,4580f0d6
1107,Jul,4,23:22:09,calvisitor-10-105-162-105,Microsoft Word,14463,,Cocoa scripting error for '0x025c0009': four character codes must be four characters long.,Cocoa scripting error <*> '<*>': four character codes must be four characters long.,4580f0d6
1108,Jul,4,23:22:09,calvisitor-10-105-162-105,Microsoft Word,14463,,Cocoa scripting error for '0x0261fffd': four character codes must be four characters long.,Cocoa scripting error <*> '<*>': four character codes must be four characters long.,4580f0d6
1109,Jul,4,23:22:09,calvisitor-10-105-162-105,Microsoft Word,14463,,Cocoa scripting error for '0x02640011': four character codes must be four characters long.,Cocoa scripting error <*> '<*>': four character codes must be four characters long.,4580f0d6
1110,Jul,4,23:22:09,calvisitor-10-105-162-105,Microsoft Word,14463,,Cocoa scripting error for '0x0268000a': four character codes must be four characters long.,Cocoa scripting error <*> '<*>': four character codes must be four characters long.,4580f0d6
1111,Jul,4,23:22:09,calvisitor-10-105-162-105,Microsoft Word,14463,,Cocoa scripting error for '0x02720002': four character codes must be four characters long.,Cocoa scripting error <*> '<*>': four character codes must be four characters long.,4580f0d6
1112,Jul,4,23:22:09,calvisitor-10-105-162-105,Microsoft Word,14463,,Cocoa scripting error for '0x02740004': four character codes must be four characters long.,Cocoa scripting error <*> '<*>': four character codes must be four characters long.,4580f0d6
1113,Jul,4,23:22:09,calvisitor-10-105-162-105,Microsoft Word,14463,,Cocoa scripting error for '0x02cc0000': four character codes must be four characters long.,Cocoa scripting error <*> '<*>': four character codes must be four characters long.,4580f0d6
1114,Jul,4,23:22:09,calvisitor-10-105-162-105,Microsoft Word,14463,,Cocoa scripting error for '0x02d10001': four character codes must be four characters long.,Cocoa scripting error <*> '<*>': four character codes must be four characters long.,4580f0d6
1115,Jul,4,23:22:09,calvisitor-10-105-162-105,Microsoft Word,14463,,Cocoa scripting error for '0x02770011': four character codes must be four characters long.,Cocoa scripting error <*> '<*>': four character codes must be four characters long.,4580f0d6
1116,Jul,4,23:22:09,calvisitor-10-105-162-105,Microsoft Word,14463,,Cocoa scripting error for '0x02780026': four character codes must be four characters long.,Cocoa scripting error <*> '<*>': four character codes must be four characters long.,4580f0d6
1117,Jul,4,23:22:09,calvisitor-10-105-162-105,Microsoft Word,14463,,Cocoa scripting error for '0x027b0006': four character codes must be four characters long.,Cocoa scripting error <*> '<*>': four character codes must be four characters long.,4580f0d6
1118,Jul,4,23:22:09,calvisitor-10-105-162-105,Microsoft Word,14463,,Cocoa scripting error for '0x027e0001': four character codes must be four characters long.,Cocoa scripting error <*> '<*>': four character codes must be four characters long.,4580f0d6
1119,Jul,4,23:22:09,calvisitor-10-105-162-105,Microsoft Word,14463,,Cocoa scripting error for '0x02801000': four character codes must be four characters long.,Cocoa scripting error <*> '<*>': four character codes must be four characters long.,4580f0d6
1120,Jul,4,23:22:09,calvisitor-10-105-162-105,Microsoft Word,14463,,Cocoa scripting error for '0x02950006': four character codes must be four characters long.,Cocoa scripting error <*> '<*>': four character codes must be four characters long.,4580f0d6
1121,Jul,4,23:22:09,calvisitor-10-105-162-105,Microsoft Word,14463,,Cocoa scripting error for '0x0295001d': four character codes must be four characters long.,Cocoa scripting error <*> '<*>': four character codes must be four characters long.,4580f0d6
1122,Jul,4,23:22:09,calvisitor-10-105-162-105,Microsoft Word,14463,,Cocoa scripting error for '0x029f0014': four character codes must be four characters long.,Cocoa scripting error <*> '<*>': four character codes must be four characters long.,4580f0d6
1123,Jul,4,23:22:09,calvisitor-10-105-162-105,Microsoft Word,14463,,Cocoa scripting error for '0x029f003a': four character codes must be four characters long.,Cocoa scripting error <*> '<*>': four character codes must be four characters long.,4580f0d6
1124,Jul,4,23:22:09,calvisitor-10-105-162-105,Microsoft Word,14463,,Cocoa scripting error for '0x02a60001': four character codes must be four characters long.,Cocoa scripting error <*> '<*>': four character codes must be four characters long.,4580f0d6
1125,Jul,4,23:22:09,calvisitor-10-105-162-105,Microsoft Word,14463,,Cocoa scripting error for '0x02b60001': four character codes must be four characters long.,Cocoa scripting error <*> '<*>': four character codes must be four characters long.,4580f0d6
1126,Jul,4,23:22:09,calvisitor-10-105-162-105,Microsoft Word,14463,,Cocoa scripting error for '0x02b70006': four character codes must be four characters long.,Cocoa scripting error <*> '<*>': four character codes must be four characters long.,4580f0d6
1127,Jul,4,23:22:09,calvisitor-10-105-162-105,Microsoft Word,14463,,Cocoa scripting error for '0x02cb000d': four character codes must be four characters long.,Cocoa scripting error <*> '<*>': four character codes must be four characters long.,4580f0d6
1128,Jul,4,23:22:09,calvisitor-10-105-162-105,Microsoft Word,14463,,.sdef warning for argument '' of command 'can continue previous list' in suite 'Microsoft Word Suite': '4023' is not a valid type name.,sdef.warning for argument of '' command can 'continue previous list in' suite Microsoft 'Word Suite <*>': '<*>' <*> <*> <*> <*> name ,c2023fc3
1129,Jul,4,23:25:29,calvisitor-10-105-162-105,WeChat,24144,,jemmytest,jemmytest,b55176d9
1130,Jul,4,23:30:23,calvisitor-10-105-162-105,QQ,10018,,FA||Url||taskID[2019353519] dealloc,FA||<*>||<*>[<*>] <*>,09e4793b
1131,Jul,4,23:31:49,calvisitor-10-105-162-105,WindowServer,184,,send_datagram_available_ping: pid 445 failed to act on a ping it dequeued before timing out.,send_datagram_available_ping: pid <*> failed to act on a ping it dequeued before <*> out.,e51f3740
1132,Jul,4,23:49:42,calvisitor-10-105-162-105,iconservicesagent,328,,-[ISGenerateImageOp generateImageWithCompletion:] Failed to composit image for descriptor <ISBindingImageDescriptor: 0x7f9950712080>.,ISGenerateImageOp-[generateImageWithCompletion Failed:] to <*> <*> for descriptor ISBindingImageDescriptor <<*>: ,1b6aa0d0
1133,Jul,4,23:50:59,calvisitor-10-105-162-105,quicklookd,35391,,objc[35391]: Class TSUAtomicLRUCache is implemented in both /Library/QuickLook/iWork.qlgenerator/Contents/MacOS/iWork and /System/Library/PrivateFrameworks/OfficeImport.framework/Versions/A/OfficeImport. One of the two will be used. Which one is undefined.,objc[<*>]: <*> <*> is implemented in both <*> <*> <*> <*> <*> the two will <*> <*>. <*> <*> <*> <*>.,49918a2f
1134,Jul,4,23:50:59,calvisitor-10-105-162-105,garcon,35461,,Invalidating watch set.,Invalidating watch set.,681abeff
1135,Jul,4,23:50:59,calvisitor-10-105-162-105,QuickLookSatellite,35448,,objc[35448]: Class TSUCustomFormatData is implemented in both /Library/QuickLook/iWork.qlgenerator/Contents/MacOS/iWork and /System/Library/PrivateFrameworks/OfficeImport.framework/Versions/A/OfficeImport. One of the two will be used. Which one is undefined.,objc[<*>]: <*> <*> is implemented in both <*> <*> <*> <*> <*> the two will <*> <*>. <*> <*> <*> <*>.,49918a2f
1136,Jul,4,23:51:29,calvisitor-10-105-162-105,secd,276,,"SOSAccountThisDeviceCanSyncWithCircle sync with device failure: Error Domain=com.apple.security.sos.error Code=1035 ""Account identity not set"" UserInfo={NSDescription=Account identity not set}","SOSAccountThisDeviceCanSyncWithCircle sync with device failure: Error Domain=<*> <*>=<*> ""<*> <*> not set"" UserInfo={<*>=<*> <*> <*> <*>}",ca08da51
1137,Jul,4,23:53:29,calvisitor-10-105-162-105,iconservicesagent,328,,-[ISGenerateImageOp generateImageWithCompletion:] Failed to composit image for descriptor <ISBindingImageDescriptor: 0x7f9950712080>.,ISGenerateImageOp-[generateImageWithCompletion Failed:] to <*> <*> for descriptor ISBindingImageDescriptor <<*>: ,1b6aa0d0
1138,Jul,4,23:55:28,calvisitor-10-105-162-105,CalendarAgent,279,,[com.apple.calendar.store.log.caldav.coredav] [Refusing to parse response to PROPPATCH because of content-type: [text/html; charset=UTF-8].],<*>[<*>] [to parse response to PROPPATCH because of content type-text: [<*>/<*>; <*>=<*>-,c74ce49c
1139,Jul,5,00:02:22,calvisitor-10-105-162-105,WeChat,24144,,jemmytest,jemmytest,b55176d9
1140,Jul,5,00:03:06,calvisitor-10-105-162-105,sharingd,30299,,00:03:06.178 : Started generating hashes,<*>:<*>:<*>.<*> : <*> <*> <*>,ee1ccfe6
1141,Jul,5,00:03:36,calvisitor-10-105-162-105,sharingd,30299,,00:03:36.715 : BTLE scanning started,<*>:<*>:<*>.<*> : <*> <*> <*>,ee1ccfe6
1142,Jul,5,00:09:34,calvisitor-10-105-162-105,WeChat,24144,,jemmytest,jemmytest,b55176d9
1143,Jul,5,00:17:32,calvisitor-10-105-162-105,com.apple.WebKit.WebContent,35435,,"<<<< FigByteStream >>>> FigByteStreamStatsLogOneRead: ByteStream read of 21335 bytes @ 5481561 took 0.501237 sec. to complete, 16 reads >= 0.5 sec.","FigByteStream<<<< <*> >>>> <*>: read of <*> <*> <*> @ <*> <*> <*>.<*> to. complete <*>, <*> <*> >= <*>.<*> ",52913b17
1144,Jul,5,00:17:35,calvisitor-10-105-162-105,locationd,82,,Location icon should now be in state 'Inactive',Location icon should now be in state 'Inactive',ec6b9b15
1145,Jul,5,00:17:50,authorMacBook-Pro,corecaptured,35613,,CCFile::captureLogRun() Exiting CCFile::captureLogRun,CCFile::captureLogRun(<*>) <*> <*>::<*>,6645629c
1146,Jul,5,00:17:52,authorMacBook-Pro,kernel,0,,AirPort: Link Up on en0,AirPort: Link Up on en0,5ab3dcf5
1147,Jul,5,00:18:04,authorMacBook-Pro,QQ,10018,,button report: 0x80039B7,button <*>: <*>,1c76a58f
1148,Jul,5,00:18:07,authorMacBook-Pro,QQ,10018,,button report: 0X80076ED,button <*>: <*>,1c76a58f
1149,Jul,5,00:18:09,authorMacBook-Pro,com.apple.AddressBook.InternetAccountsBridge,35618,,dnssd_clientstub ConnectToServer: connect() failed path:/var/run/mDNSResponder Socket:4 Err:-1 Errno:1 Operation not permitted,dnssd_clientstub <*>: <*>(<*>) failed path:<*> <*>:<*> <*>:-<*> <*>:<*> <*> <*> <*>,d8e71212
1150,Jul,5,00:18:12,authorMacBook-Pro,AddressBookSourceSync,35614,,Unrecognized attribute value: t:AbchPersonItemType,Unrecognized <*> <*>: <*>:<*>,0e13dd6e
