LineId,Time,Component,Pid,Content,EventId,EventTemplate,ParameterList
944,20171223-22:24:54:205,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,49e93189,calculateAltitudeWithCache totalAltitude=240,"['c', 'a', 'l', 'c', 'u', 'l', 'a', 't', 'e', 'A', 'l', 't', 'i', 't', 'u', 'd', 'e', 'W', 'i', 't', 'h', 'C', 'a', 'c', 'h', 'e', ' ', 't', 'o', 't', 'a', 'l', 'A', 'l', 't', 'i', 't', 'u', 'd', 'e', '=', '2', '4', '0']"
945,20171223-22:24:58:889,Step_LSC,30002312,onStandStepChanged 3761,93067dc4,onStandStepChanged <*>,"['3', '7', '6', '1']"
946,20171223-22:24:58:890,Step_LSC,30002312,onExtend:1514039098000 0 0 5,fed117f9,onExtend:15140<*>000 0 0 <*>,"['39098', '5']"
947,20171223-22:24:59:190,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514038980000##7189##549659##8661##16256##27738504,0abafcf6,<*> <*> = <*>,"['getTodayTotalDetailSteps ', '1514038980000##7189##549659##8661##16256##27738504']"
948,20171223-22:24:59:191,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038980000##7189##549659##8661##16256##27743510,NONE,NONE,[]
949,20171223-22:24:59:206,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=130673,ec91e8ec,calculateCaloriesWithCache totalCalories=<*>,"['1', '3', '0', '6', '7', '3']"
950,20171223-22:24:59:210,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,49e93189,calculateAltitudeWithCache totalAltitude=240,"['c', 'a', 'l', 'c', 'u', 'l', 'a', 't', 'e', 'A', 'l', 't', 'i', 't', 'u', 'd', 'e', 'W', 'i', 't', 'h', 'C', 'a', 'c', 'h', 'e', ' ', 't', 'o', 't', 'a', 'l', 'A', 'l', 't', 'i', 't', 'u', 'd', 'e', '=', '2', '4', '0']"
951,20171223-22:25:0:162,Step_LSC,30002312,processHandleBroadcastAction action:android.intent.action.TIME_TICK,d01a3f34,processHandleBroadcastAction action:android.intent.action.TIME_TICK,"['p', 'r', 'o', 'c', 'e', 's', 's', 'H', 'a', 'n', 'd', 'l', 'e', 'B', 'r', 'o', 'a', 'd', 'c', 'a', 's', 't', 'A', 'c', 't', 'i', 'o', 'n', ' ', 'a', 'c', 't', 'i', 'o', 'n', ':', 'a', 'n', 'd', 'r', 'o', 'i', 'd', '.', 'i', 'n', 't', 'e', 'n', 't', '.', 'a', 'c', 't', 'i', 'o', 'n', '.', 'T', 'I', 'M', 'E', '_', 'T', 'I', 'C', 'K']"
952,20171223-22:25:13:8,Step_StandReportReceiver,30002312,onReceive action: android.intent.action.SCREEN_OFF,NONE,NONE,[]
953,20171223-22:28:38:344,Step_LSC,30002312,processHandleBroadcastAction action:android.intent.action.TIME_TICK,d01a3f34,processHandleBroadcastAction action:android.intent.action.TIME_TICK,"['p', 'r', 'o', 'c', 'e', 's', 's', 'H', 'a', 'n', 'd', 'l', 'e', 'B', 'r', 'o', 'a', 'd', 'c', 'a', 's', 't', 'A', 'c', 't', 'i', 'o', 'n', ' ', 'a', 'c', 't', 'i', 'o', 'n', ':', 'a', 'n', 'd', 'r', 'o', 'i', 'd', '.', 'i', 'n', 't', 'e', 'n', 't', '.', 'a', 'c', 't', 'i', 'o', 'n', '.', 'T', 'I', 'M', 'E', '_', 'T', 'I', 'C', 'K']"
954,20171223-22:29:8:492,Step_LSC,30002312,processHandleBroadcastAction action:android.intent.action.TIME_TICK,d01a3f34,processHandleBroadcastAction action:android.intent.action.TIME_TICK,"['p', 'r', 'o', 'c', 'e', 's', 's', 'H', 'a', 'n', 'd', 'l', 'e', 'B', 'r', 'o', 'a', 'd', 'c', 'a', 's', 't', 'A', 'c', 't', 'i', 'o', 'n', ' ', 'a', 'c', 't', 'i', 'o', 'n', ':', 'a', 'n', 'd', 'r', 'o', 'i', 'd', '.', 'i', 'n', 't', 'e', 'n', 't', '.', 'a', 'c', 't', 'i', 'o', 'n', '.', 'T', 'I', 'M', 'E', '_', 'T', 'I', 'C', 'K']"
955,20171223-22:30:12:959,Step_LSC,30002312,processHandleBroadcastAction action:android.intent.action.TIME_TICK,d01a3f34,processHandleBroadcastAction action:android.intent.action.TIME_TICK,"['p', 'r', 'o', 'c', 'e', 's', 's', 'H', 'a', 'n', 'd', 'l', 'e', 'B', 'r', 'o', 'a', 'd', 'c', 'a', 's', 't', 'A', 'c', 't', 'i', 'o', 'n', ' ', 'a', 'c', 't', 'i', 'o', 'n', ':', 'a', 'n', 'd', 'r', 'o', 'i', 'd', '.', 'i', 'n', 't', 'e', 'n', 't', '.', 'a', 'c', 't', 'i', 'o', 'n', '.', 'T', 'I', 'M', 'E', '_', 'T', 'I', 'C', 'K']"
956,20171223-22:30:23:988,Step_LSC,30002312,onStandStepChanged 3761,93067dc4,onStandStepChanged <*>,"['3', '7', '6', '1']"
957,20171223-22:30:23:993,Step_LSC,30002312,onExtend:1514039112000 0 0 5,fed117f9,onExtend:15140<*>000 0 0 <*>,"['39112', '5']"
958,20171223-22:30:23:993,Step_LSC,30002312,onExtend:1514039172000 0 0 5,fed117f9,onExtend:15140<*>000 0 0 <*>,"['39172', '5']"
959,20171223-22:30:23:993,Step_LSC,30002312,onExtend:1514039232000 0 0 5,fed117f9,onExtend:15140<*>000 0 0 <*>,"['39232', '5']"
960,20171223-22:30:23:993,Step_LSC,30002312,onExtend:1514039292000 0 0 5,fed117f9,onExtend:15140<*>000 0 0 <*>,"['39292', '5']"
961,20171223-22:30:23:993,Step_LSC,30002312,onExtend:1514039352000 0 0 5,fed117f9,onExtend:15140<*>000 0 0 <*>,"['39352', '5']"
962,20171223-22:30:23:993,Step_LSC,30002312,onExtend:1514039412000 0 0 0,fed117f9,onExtend:15140<*>000 0 0 <*>,"['39412', '0']"
963,20171223-22:30:24:25,Step_StandReportReceiver,30002312,onReceive action: android.intent.action.SCREEN_ON,NONE,NONE,[]
964,20171223-22:30:24:27,Step_LSC,30002312,processHandleBroadcastAction action:android.intent.action.SCREEN_ON,b0190ab5,processHandleBroadcastAction <*>,"['a', 'c', 't', 'i', 'o', 'n', ':', 'a', 'n', 'd', 'r', 'o', 'i', 'd', '.', 'i', 'n', 't', 'e', 'n', 't', '.', 'a', 'c', 't', 'i', 'o', 'n', '.', 'S', 'C', 'R', 'E', 'E', 'N', '_', 'O', 'N']"
965,20171223-22:30:24:27,Step_StandStepCounter,30002312,flush sensor data,NONE,NONE,[]
966,20171223-22:30:24:28,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514038980000##7189##549659##8661##16256##27743510,0abafcf6,<*> <*> = <*>,"['getTodayTotalDetailSteps ', '1514038980000##7189##549659##8661##16256##27743510']"
967,20171223-22:30:24:28,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514039340000##7189##549659##8661##16256##28068346,NONE,NONE,[]
968,20171223-22:30:24:28,Step_LSC,30002312,onStandStepChanged 3761,93067dc4,onStandStepChanged <*>,"['3', '7', '6', '1']"
969,20171223-22:30:24:40,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=130673,ec91e8ec,calculateCaloriesWithCache totalCalories=<*>,"['1', '3', '0', '6', '7', '3']"
970,20171223-22:30:24:45,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,49e93189,calculateAltitudeWithCache totalAltitude=240,"['c', 'a', 'l', 'c', 'u', 'l', 'a', 't', 'e', 'A', 'l', 't', 'i', 't', 'u', 'd', 'e', 'W', 'i', 't', 'h', 'C', 'a', 'c', 'h', 'e', ' ', 't', 'o', 't', 'a', 'l', 'A', 'l', 't', 'i', 't', 'u', 'd', 'e', '=', '2', '4', '0']"
971,20171223-22:30:24:46,Step_StandReportReceiver,30002312,REPORT : 7189 5132 153988 240,7604cbef,REPORT : 7<*> 5<*> 15<*> 240,"['189', '132', '3988']"
972,20171223-22:30:24:129,Step_LSC,30002312,onStandStepChanged 3761,93067dc4,onStandStepChanged <*>,"['3', '7', '6', '1']"
973,20171223-22:30:24:132,Step_LSC,30002312,onExtend:1514039424000 0 0 0,fed117f9,onExtend:15140<*>000 0 0 <*>,"['39424', '0']"
974,20171223-22:30:24:347,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514039340000##7189##549659##8661##16256##28068346,0abafcf6,<*> <*> = <*>,"['getTodayTotalDetailSteps ', '1514039340000##7189##549659##8661##16256##28068346']"
975,20171223-22:30:24:348,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514039340000##7189##549659##8661##16256##28068666,NONE,NONE,[]
976,20171223-22:30:24:355,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=130673,ec91e8ec,calculateCaloriesWithCache totalCalories=<*>,"['1', '3', '0', '6', '7', '3']"
977,20171223-22:30:24:358,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,49e93189,calculateAltitudeWithCache totalAltitude=240,"['c', 'a', 'l', 'c', 'u', 'l', 'a', 't', 'e', 'A', 'l', 't', 'i', 't', 'u', 'd', 'e', 'W', 'i', 't', 'h', 'C', 'a', 'c', 'h', 'e', ' ', 't', 'o', 't', 'a', 'l', 'A', 'l', 't', 'i', 't', 'u', 'd', 'e', '=', '2', '4', '0']"
978,20171223-22:31:0:136,Step_LSC,30002312,processHandleBroadcastAction action:android.intent.action.TIME_TICK,d01a3f34,processHandleBroadcastAction action:android.intent.action.TIME_TICK,"['p', 'r', 'o', 'c', 'e', 's', 's', 'H', 'a', 'n', 'd', 'l', 'e', 'B', 'r', 'o', 'a', 'd', 'c', 'a', 's', 't', 'A', 'c', 't', 'i', 'o', 'n', ' ', 'a', 'c', 't', 'i', 'o', 'n', ':', 'a', 'n', 'd', 'r', 'o', 'i', 'd', '.', 'i', 'n', 't', 'e', 'n', 't', '.', 'a', 'c', 't', 'i', 'o', 'n', '.', 'T', 'I', 'M', 'E', '_', 'T', 'I', 'C', 'K']"
979,20171223-22:31:31:924,Step_LSC,30002312,onStandStepChanged 3761,93067dc4,onStandStepChanged <*>,"['3', '7', '6', '1']"
980,20171223-22:31:31:940,Step_LSC,30002312,onExtend:1514039492000 0 0 5,fed117f9,onExtend:15140<*>000 0 0 <*>,"['39492', '5']"
981,20171223-22:31:32:225,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514039340000##7189##549659##8661##16256##28068666,0abafcf6,<*> <*> = <*>,"['getTodayTotalDetailSteps ', '1514039340000##7189##549659##8661##16256##28068666']"
982,20171223-22:31:32:226,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514039400000##7189##549659##8661##16256##28136544,NONE,NONE,[]
983,20171223-22:31:32:241,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=130673,ec91e8ec,calculateCaloriesWithCache totalCalories=<*>,"['1', '3', '0', '6', '7', '3']"
984,20171223-22:31:32:246,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,49e93189,calculateAltitudeWithCache totalAltitude=240,"['c', 'a', 'l', 'c', 'u', 'l', 'a', 't', 'e', 'A', 'l', 't', 'i', 't', 'u', 'd', 'e', 'W', 'i', 't', 'h', 'C', 'a', 'c', 'h', 'e', ' ', 't', 'o', 't', 'a', 'l', 'A', 'l', 't', 'i', 't', 'u', 'd', 'e', '=', '2', '4', '0']"
985,20171223-22:31:54:515,Step_StandReportReceiver,30002312,onReceive action: android.intent.action.SCREEN_OFF,NONE,NONE,[]
986,20171223-22:31:59:613,Step_LSC,30002312,onStandStepChanged 3761,93067dc4,onStandStepChanged <*>,"['3', '7', '6', '1']"
987,20171223-22:31:59:618,Step_StandReportReceiver,30002312,onReceive action: android.intent.action.SCREEN_ON,NONE,NONE,[]
988,20171223-22:31:59:619,Step_LSC,30002312,processHandleBroadcastAction action:android.intent.action.SCREEN_ON,b0190ab5,processHandleBroadcastAction <*>,"['a', 'c', 't', 'i', 'o', 'n', ':', 'a', 'n', 'd', 'r', 'o', 'i', 'd', '.', 'i', 'n', 't', 'e', 'n', 't', '.', 'a', 'c', 't', 'i', 'o', 'n', '.', 'S', 'C', 'R', 'E', 'E', 'N', '_', 'O', 'N']"
989,20171223-22:31:59:619,Step_StandStepCounter,30002312,flush sensor data,NONE,NONE,[]
990,20171223-22:31:59:620,Step_LSC,30002312,onExtend:1514039515000 0 0 0,fed117f9,onExtend:15140<*>000 0 0 <*>,"['39515', '0']"
991,20171223-22:31:59:620,Step_LSC,30002312,onExtend:1514039575000 0 0 0,fed117f9,onExtend:15140<*>000 0 0 <*>,"['39575', '0']"
992,20171223-22:31:59:620,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514039400000##7189##549659##8661##16256##28136544,0abafcf6,<*> <*> = <*>,"['getTodayTotalDetailSteps ', '1514039400000##7189##549659##8661##16256##28136544']"
993,20171223-22:31:59:621,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514039400000##7189##549659##8661##16256##28163940,NONE,NONE,[]
994,20171223-22:31:59:621,Step_LSC,30002312,onStandStepChanged 3761,93067dc4,onStandStepChanged <*>,"['3', '7', '6', '1']"
995,20171223-22:31:59:652,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=130673,ec91e8ec,calculateCaloriesWithCache totalCalories=<*>,"['1', '3', '0', '6', '7', '3']"
996,20171223-22:31:59:655,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,49e93189,calculateAltitudeWithCache totalAltitude=240,"['c', 'a', 'l', 'c', 'u', 'l', 'a', 't', 'e', 'A', 'l', 't', 'i', 't', 'u', 'd', 'e', 'W', 'i', 't', 'h', 'C', 'a', 'c', 'h', 'e', ' ', 't', 'o', 't', 'a', 'l', 'A', 'l', 't', 'i', 't', 'u', 'd', 'e', '=', '2', '4', '0']"
997,20171223-22:31:59:656,Step_StandReportReceiver,30002312,REPORT : 7189 5132 153988 240,7604cbef,REPORT : 7<*> 5<*> 15<*> 240,"['189', '132', '3988']"
998,20171223-22:31:59:723,Step_LSC,30002312,onStandStepChanged 3761,93067dc4,onStandStepChanged <*>,"['3', '7', '6', '1']"
999,20171223-22:31:59:725,Step_LSC,30002312,onExtend:1514039520000 0 0 0,fed117f9,onExtend:15140<*>000 0 0 <*>,"['39520', '0']"
1000,20171223-22:31:59:725,Step_LSC,30002312,"timeStamp back,extendReportTimeStamp=1514039575000",NONE,NONE,[]
1001,20171223-22:31:59:956,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514039400000##7189##549659##8661##16256##28163940,0abafcf6,<*> <*> = <*>,"['getTodayTotalDetailSteps ', '1514039400000##7189##549659##8661##16256##28163940']"
1002,20171223-22:31:59:957,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514039400000##7189##549659##8661##16256##28164276,NONE,NONE,[]
1003,20171223-22:31:59:965,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=130673,ec91e8ec,calculateCaloriesWithCache totalCalories=<*>,"['1', '3', '0', '6', '7', '3']"
1004,20171223-22:31:59:968,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,49e93189,calculateAltitudeWithCache totalAltitude=240,"['c', 'a', 'l', 'c', 'u', 'l', 'a', 't', 'e', 'A', 'l', 't', 'i', 't', 'u', 'd', 'e', 'W', 'i', 't', 'h', 'C', 'a', 'c', 'h', 'e', ' ', 't', 'o', 't', 'a', 'l', 'A', 'l', 't', 'i', 't', 'u', 'd', 'e', '=', '2', '4', '0']"
1005,20171223-22:32:0:95,Step_LSC,30002312,processHandleBroadcastAction action:android.intent.action.TIME_TICK,d01a3f34,processHandleBroadcastAction action:android.intent.action.TIME_TICK,"['p', 'r', 'o', 'c', 'e', 's', 's', 'H', 'a', 'n', 'd', 'l', 'e', 'B', 'r', 'o', 'a', 'd', 'c', 'a', 's', 't', 'A', 'c', 't', 'i', 'o', 'n', ' ', 'a', 'c', 't', 'i', 'o', 'n', ':', 'a', 'n', 'd', 'r', 'o', 'i', 'd', '.', 'i', 'n', 't', 'e', 'n', 't', '.', 'a', 'c', 't', 'i', 'o', 'n', '.', 'T', 'I', 'M', 'E', '_', 'T', 'I', 'C', 'K']"
1006,20171223-22:32:28:791,HiH_HiSyncControl,30002312,startTimer start autoSync,NONE,NONE,[]
1007,20171223-22:32:28:796,HiH_HiSyncControl,30002312,"startSync hiSyncOption = HiSyncOption{syncAction=1, syncMethod=2, syncScope=0, syncDataType=20000, syncModel=2, pushAction=0},app = 1 who = 1",0abafcf6,<*> <*> = <*>,"['startSync hiSyncOption ', 'HiSyncOption{syncAction=1, syncMethod=2, syncScope=0, syncDataType=20000, syncModel=2, pushAction=0},app = 1 who = 1']"
1008,20171223-22:32:28:796,HiH_HiSyncControl,30002312,stepSyncOrNot appSynTimes is 0,NONE,NONE,[]
1009,20171223-22:32:28:798,HiH_HiSyncControl,30002312,needAutoSync autoSyncSwitch is open,NONE,NONE,[]
1010,20171223-22:32:28:800,HiH_HiSyncControl,30002312,"initDataPrivacy the dataPrivacy switch is open, start push health data!",NONE,NONE,[]
1011,20171223-22:32:28:800,HiH_,30002312,initDataPrivacy the dataPrivacy is true,NONE,NONE,[]
1012,20171223-22:32:28:801,HiH_HiSyncControl,30002312,"initUserPrivacy the userPrivacy switch is open, start push user data!",NONE,NONE,[]
1013,20171223-22:32:28:801,HiH_,30002312,initUserPrivacy the userPrivacy is true,NONE,NONE,[]
1014,20171223-22:32:28:801,HiH_HiSyncControl,30002312,ifCanSync not! no cloud version,NONE,NONE,[]
1015,20171223-22:32:28:801,HiH_HiBroadcastUtil,30002312,sendSyncFailedBroadcast,NONE,NONE,[]
1016,20171223-22:33:0:103,Step_LSC,30002312,processHandleBroadcastAction action:android.intent.action.TIME_TICK,d01a3f34,processHandleBroadcastAction action:android.intent.action.TIME_TICK,"['p', 'r', 'o', 'c', 'e', 's', 's', 'H', 'a', 'n', 'd', 'l', 'e', 'B', 'r', 'o', 'a', 'd', 'c', 'a', 's', 't', 'A', 'c', 't', 'i', 'o', 'n', ' ', 'a', 'c', 't', 'i', 'o', 'n', ':', 'a', 'n', 'd', 'r', 'o', 'i', 'd', '.', 'i', 'n', 't', 'e', 'n', 't', '.', 'a', 'c', 't', 'i', 'o', 'n', '.', 'T', 'I', 'M', 'E', '_', 'T', 'I', 'C', 'K']"
1017,20171223-22:33:9:926,Step_LSC,30002312,onStandStepChanged 3761,93067dc4,onStandStepChanged <*>,"['3', '7', '6', '1']"
1018,20171223-22:33:9:938,Step_LSC,30002312,onExtend:1514039590000 0 0 5,fed117f9,onExtend:15140<*>000 0 0 <*>,"['39590', '5']"
1019,20171223-22:33:10:228,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514039400000##7189##549659##8661##16256##28164276,0abafcf6,<*> <*> = <*>,"['getTodayTotalDetailSteps ', '1514039400000##7189##549659##8661##16256##28164276']"
1020,20171223-22:33:10:229,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514039520000##7189##549659##8661##16256##28234547,NONE,NONE,[]
1021,20171223-22:33:10:244,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=130673,ec91e8ec,calculateCaloriesWithCache totalCalories=<*>,"['1', '3', '0', '6', '7', '3']"
1022,20171223-22:33:10:248,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,49e93189,calculateAltitudeWithCache totalAltitude=240,"['c', 'a', 'l', 'c', 'u', 'l', 'a', 't', 'e', 'A', 'l', 't', 'i', 't', 'u', 'd', 'e', 'W', 'i', 't', 'h', 'C', 'a', 'c', 'h', 'e', ' ', 't', 'o', 't', 'a', 'l', 'A', 'l', 't', 'i', 't', 'u', 'd', 'e', '=', '2', '4', '0']"
1023,20171223-22:33:30:315,Step_StandReportReceiver,30002312,onReceive action: android.intent.action.SCREEN_OFF,NONE,NONE,[]
1024,20171223-22:33:46:274,Step_LSC,30002312,onStandStepChanged 3761,93067dc4,onStandStepChanged <*>,"['3', '7', '6', '1']"
1025,20171223-22:33:46:279,Step_LSC,30002312,onExtend:1514039626000 0 0 0,fed117f9,onExtend:15140<*>000 0 0 <*>,"['39626', '0']"
1026,20171223-22:33:46:301,Step_StandReportReceiver,30002312,onReceive action: android.intent.action.SCREEN_ON,NONE,NONE,[]
1027,20171223-22:33:46:303,Step_LSC,30002312,processHandleBroadcastAction action:android.intent.action.SCREEN_ON,b0190ab5,processHandleBroadcastAction <*>,"['a', 'c', 't', 'i', 'o', 'n', ':', 'a', 'n', 'd', 'r', 'o', 'i', 'd', '.', 'i', 'n', 't', 'e', 'n', 't', '.', 'a', 'c', 't', 'i', 'o', 'n', '.', 'S', 'C', 'R', 'E', 'E', 'N', '_', 'O', 'N']"
1028,20171223-22:33:46:303,Step_StandStepCounter,30002312,flush sensor data,NONE,NONE,[]
1029,20171223-22:33:46:304,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514039520000##7189##549659##8661##16256##28234547,0abafcf6,<*> <*> = <*>,"['getTodayTotalDetailSteps ', '1514039520000##7189##549659##8661##16256##28234547']"
1030,20171223-22:33:46:304,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514039520000##7189##549659##8661##16256##28270623,NONE,NONE,[]
1031,20171223-22:33:46:305,Step_LSC,30002312,onStandStepChanged 3761,93067dc4,onStandStepChanged <*>,"['3', '7', '6', '1']"
1032,20171223-22:33:46:311,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=130673,ec91e8ec,calculateCaloriesWithCache totalCalories=<*>,"['1', '3', '0', '6', '7', '3']"
1033,20171223-22:33:46:314,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,49e93189,calculateAltitudeWithCache totalAltitude=240,"['c', 'a', 'l', 'c', 'u', 'l', 'a', 't', 'e', 'A', 'l', 't', 'i', 't', 'u', 'd', 'e', 'W', 'i', 't', 'h', 'C', 'a', 'c', 'h', 'e', ' ', 't', 'o', 't', 'a', 'l', 'A', 'l', 't', 'i', 't', 'u', 'd', 'e', '=', '2', '4', '0']"
1034,20171223-22:33:46:315,Step_StandReportReceiver,30002312,REPORT : 7189 5132 153988 240,7604cbef,REPORT : 7<*> 5<*> 15<*> 240,"['189', '132', '3988']"
1035,20171223-22:33:46:405,Step_LSC,30002312,onStandStepChanged 3761,93067dc4,onStandStepChanged <*>,"['3', '7', '6', '1']"
1036,20171223-22:33:46:406,Step_LSC,30002312,onExtend:1514039626000 0 0 0,fed117f9,onExtend:15140<*>000 0 0 <*>,"['39626', '0']"
1037,20171223-22:33:46:616,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514039520000##7189##549659##8661##16256##28270623,0abafcf6,<*> <*> = <*>,"['getTodayTotalDetailSteps ', '1514039520000##7189##549659##8661##16256##28270623']"
1038,20171223-22:33:46:616,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514039520000##7189##549659##8661##16256##28270935,NONE,NONE,[]
1039,20171223-22:33:46:622,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=130673,ec91e8ec,calculateCaloriesWithCache totalCalories=<*>,"['1', '3', '0', '6', '7', '3']"
1040,20171223-22:33:46:624,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,49e93189,calculateAltitudeWithCache totalAltitude=240,"['c', 'a', 'l', 'c', 'u', 'l', 'a', 't', 'e', 'A', 'l', 't', 'i', 't', 'u', 'd', 'e', 'W', 'i', 't', 'h', 'C', 'a', 'c', 'h', 'e', ' ', 't', 'o', 't', 'a', 'l', 'A', 'l', 't', 'i', 't', 'u', 'd', 'e', '=', '2', '4', '0']"
1041,20171223-22:34:0:126,Step_LSC,30002312,processHandleBroadcastAction action:android.intent.action.TIME_TICK,d01a3f34,processHandleBroadcastAction action:android.intent.action.TIME_TICK,"['p', 'r', 'o', 'c', 'e', 's', 's', 'H', 'a', 'n', 'd', 'l', 'e', 'B', 'r', 'o', 'a', 'd', 'c', 'a', 's', 't', 'A', 'c', 't', 'i', 'o', 'n', ' ', 'a', 'c', 't', 'i', 'o', 'n', ':', 'a', 'n', 'd', 'r', 'o', 'i', 'd', '.', 'i', 'n', 't', 'e', 'n', 't', '.', 'a', 'c', 't', 'i', 'o', 'n', '.', 'T', 'I', 'M', 'E', '_', 'T', 'I', 'C', 'K']"
1042,20171223-22:35:0:49,Step_LSC,30002312,processHandleBroadcastAction action:android.intent.action.TIME_TICK,d01a3f34,processHandleBroadcastAction action:android.intent.action.TIME_TICK,"['p', 'r', 'o', 'c', 'e', 's', 's', 'H', 'a', 'n', 'd', 'l', 'e', 'B', 'r', 'o', 'a', 'd', 'c', 'a', 's', 't', 'A', 'c', 't', 'i', 'o', 'n', ' ', 'a', 'c', 't', 'i', 'o', 'n', ':', 'a', 'n', 'd', 'r', 'o', 'i', 'd', '.', 'i', 'n', 't', 'e', 'n', 't', '.', 'a', 'c', 't', 'i', 'o', 'n', '.', 'T', 'I', 'M', 'E', '_', 'T', 'I', 'C', 'K']"
1043,20171223-22:36:0:138,Step_LSC,30002312,processHandleBroadcastAction action:android.intent.action.TIME_TICK,d01a3f34,processHandleBroadcastAction action:android.intent.action.TIME_TICK,"['p', 'r', 'o', 'c', 'e', 's', 's', 'H', 'a', 'n', 'd', 'l', 'e', 'B', 'r', 'o', 'a', 'd', 'c', 'a', 's', 't', 'A', 'c', 't', 'i', 'o', 'n', ' ', 'a', 'c', 't', 'i', 'o', 'n', ':', 'a', 'n', 'd', 'r', 'o', 'i', 'd', '.', 'i', 'n', 't', 'e', 'n', 't', '.', 'a', 'c', 't', 'i', 'o', 'n', '.', 'T', 'I', 'M', 'E', '_', 'T', 'I', 'C', 'K']"
1044,20171223-22:37:0:122,Step_LSC,30002312,processHandleBroadcastAction action:android.intent.action.TIME_TICK,d01a3f34,processHandleBroadcastAction action:android.intent.action.TIME_TICK,"['p', 'r', 'o', 'c', 'e', 's', 's', 'H', 'a', 'n', 'd', 'l', 'e', 'B', 'r', 'o', 'a', 'd', 'c', 'a', 's', 't', 'A', 'c', 't', 'i', 'o', 'n', ' ', 'a', 'c', 't', 'i', 'o', 'n', ':', 'a', 'n', 'd', 'r', 'o', 'i', 'd', '.', 'i', 'n', 't', 'e', 'n', 't', '.', 'a', 'c', 't', 'i', 'o', 'n', '.', 'T', 'I', 'M', 'E', '_', 'T', 'I', 'C', 'K']"
1045,20171223-22:37:14:939,Step_LSC,30002312,onStandStepChanged 3761,93067dc4,onStandStepChanged <*>,"['3', '7', '6', '1']"
1046,20171223-22:37:14:951,Step_LSC,30002312,onExtend:1514039834000 0 0 5,fed117f9,onExtend:15140<*>000 0 0 <*>,"['39834', '5']"
1047,20171223-22:37:15:240,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514039520000##7189##549659##8661##16256##28270935,0abafcf6,<*> <*> = <*>,"['getTodayTotalDetailSteps ', '1514039520000##7189##549659##8661##16256##28270935']"
1048,20171223-22:37:15:240,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514039760000##7189##549659##8661##16256##28479559,NONE,NONE,[]
1049,20171223-22:37:15:249,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=130673,ec91e8ec,calculateCaloriesWithCache totalCalories=<*>,"['1', '3', '0', '6', '7', '3']"
1050,20171223-22:37:15:253,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,49e93189,calculateAltitudeWithCache totalAltitude=240,"['c', 'a', 'l', 'c', 'u', 'l', 'a', 't', 'e', 'A', 'l', 't', 'i', 't', 'u', 'd', 'e', 'W', 'i', 't', 'h', 'C', 'a', 'c', 'h', 'e', ' ', 't', 'o', 't', 'a', 'l', 'A', 'l', 't', 'i', 't', 'u', 'd', 'e', '=', '2', '4', '0']"
1051,20171223-22:37:37:466,Step_StandReportReceiver,30002312,onReceive action: android.intent.action.SCREEN_OFF,NONE,NONE,[]
